Run,Event,PID1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,PID2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,PID3,E3,px3,py3,pz3,pt3,eta3,phi3,Q3,PID4,E4,px4,py4,pz4,pt4,eta4,phi4,Q4,mZ1,mZ2,M
202973,681363400,-13,35.2774,-20.112,20.533,-20.4546,28.7418,-0.662198,2.34584,1,-13,47.2072,17.6254,-18.9385,39.4866,25.8712,1.20925,-0.821297,1,13,25.2939,-11.7557,22.3824,-0.778795,25.2817,-0.0307998,2.05442,-1,13,14.9022,-7.17676,-13.042,0.681894,14.8862,0.0457911,-2.07386,-1,60.9246,36.4176,118.801
202178,193770334,13,84.826,-28.1399,11.6057,-79.1763,30.4392,-1.68415,2.75042,-1,-13,87.0008,12.0424,-10.8443,-85.4781,16.2055,-2.36492,-0.733097,1,-13,22.8802,10.2997,10.8035,-17.3406,14.9265,-0.991242,0.809263,1,13,13.7374,9.92304,-7.15841,-6.24469,12.2356,-0.490469,-0.62494,-1,46.4075,19.0353,89.3223
196218,311679667,13,124.426,0.290612,-31.9164,-120.262,31.9178,-2.03682,-1.56169,-1,-13,80.1671,-18.705,7.15152,-77.6256,20.0255,-2.06427,2.77641,1,-13,31.2029,6.78859,16.5978,-25.535,17.9324,-1.15183,1.18255,1,13,20.4313,3.18121,9.39914,-17.8596,9.9229,-1.35036,1.24444,-1,51.7557,22.0843,85.8037
199833,991082101,13,72.1645,-58.69,-15.6984,-38.9455,60.7532,-0.603701,-2.88023,-1,-13,48.0588,28.3533,36.3603,13.5519,46.1084,0.289839,0.908502,1,13,54.2685,14.6787,-31.642,-41.5737,34.881,-1.01076,-1.13644,-1,-13,28.3904,16.8818,14.2812,17.8061,22.1122,0.736771,0.702139,1,88.9634,88.3835,196.804
199021,1238510739,-13,93.6936,-8.57679,-72.3191,58.9479,72.8259,0.740019,-1.68884,1,-13,90.077,11.4289,60.8715,-65.4057,61.9351,-0.920447,1.3852,1,13,51.825,-9.83893,-30.9247,-40.4064,32.4521,-1.04453,-1.87883,-1,13,44.4836,13.851,27.8257,31.8223,31.0825,0.898104,1.10893,-1,92.0459,99.1637,279.212
200992,279759749,-13,50.2312,46.8218,3.37281,17.8748,46.9431,0.372128,0.0719109,1,-13,63.8629,6.36975,45.5338,-44.3234,45.9772,-0.855709,1.43181,1,13,48.6275,-40.2017,-20.5703,18.0365,45.1587,0.389479,-2.66865,-1,13,37.7945,-17.0332,-33.3279,5.24725,37.4283,0.13974,-2.04327,-1,90.2433,92.4369,200.388
201278,1265779667,-13,48.8167,1.32801,-35.588,-33.3885,35.6128,-0.836513,-1.5335,1,13,43.4696,-6.80488,17.3518,39.2709,18.6384,1.49048,1.94454,-1,-13,50.4465,2.90187,14.7021,-48.1691,14.9858,-1.88413,1.37592,1,13,10.1537,0.549141,-7.41756,-6.91121,7.43786,-0.830409,-1.4969,-1,90.1089,23.9493,144.325
199832,254924276,13,87.3611,-66.6384,-44.9148,34.2628,80.3618,0.414394,-2.54853,-1,-13,52.9322,10.3816,-47.2783,21.4194,48.4047,0.429207,-1.35464,1,-13,19.0438,2.17616,9.94823,16.092,10.1835,1.23845,1.35544,1,13,6.90294,4.31308,-3.85891,3.76107,5.78738,0.611118,-0.729879,-1,70.1236,14.1386,109.725
201707,635670564,-13,105.676,-55.0555,17.1948,88.5468,57.6781,1.21413,2.83887,1,13,42.2083,31.2738,17.0305,22.6592,35.6102,0.599711,0.498659,-1,13,16.8552,10.1316,12.2614,5.57659,15.9057,0.343792,0.880223,-1,-13,11.4417,-11.3723,0.491914,-1.15304,11.3829,-0.101123,3.09836,1,88.1244,24.8387,121.805
202299,586836364,13,39.8997,1.27295,34.4998,-20.0028,34.5233,-0.55108,1.53392,-1,-13,29.5301,12.9093,-17.2891,-20.1608,21.5769,-0.834196,-0.929427,1,-13,55.8008,-7.96199,-6.18098,-54.8828,10.0796,-2.39616,-2.48146,1,13,28.8437,5.63511,4.72681,-27.89,7.35508,-2.04297,0.697964,-1,52.058,17.4881,90.7564
201668,114003150,-13,51.4729,-43.8731,-17.6634,20.3126,47.2953,0.417269,-2.75885,1,13,57.19,46.2732,-4.33823,-33.3266,46.4761,-0.666595,-0.0934794,-1,13,39.7085,26.568,25.7511,-14.4145,36.9997,-0.380347,0.769785,-1,-13,34.5559,-30.7061,1.15764,15.8081,30.7279,0.494104,3.10391,1,88.9627,88.6452,182.484
198955,1211003130,-13,56.3009,-19.4815,-43.7381,-29.6182,47.8806,-0.584696,-1.98983,1,13,53.1526,-6.66833,38.3486,-36.1954,38.9241,-0.830925,1.74296,-1,13,26.1131,21.4803,-3.58052,14.4105,21.7767,0.62104,-0.16517,-1,-13,30.4909,-1.3232,7.27985,-29.5794,7.39912,-2.09415,1.7506,1,83.2814,50.5364,144.839
200491,230077151,-13,62.6319,-19.6479,20.6986,55.7518,28.539,1.42266,2.33016,1,-13,25.1559,8.06612,-23.6011,3.27627,24.9414,0.130984,-1.24147,1,13,16.7811,4.70973,-15.6989,-3.5994,16.3902,-0.21788,-1.27934,-1,13,10.0598,8.07566,-3.96132,-4.50345,8.99491,-0.481808,-0.45604,-1,57.7788,14.7783,100.179
196239,687711552,-13,108.549,-77.321,70.5029,28.8743,104.638,0.272556,2.40229,1,13,416.081,102.808,-6.77419,-403.123,103.031,-2.07331,-0.0657967,-1,-13,109.394,-4.41595,-38.2319,-102.4,38.4861,-1.70532,-1.68579,1,13,30.4887,-15.6143,-21.0793,-15.5373,26.2325,-0.562205,-2.20834,-1,89.8555,94.1468,446.409
198955,575302642,-13,72.7489,-41.7409,-26.2126,53.5068,49.289,0.940608,-2.58085,1,-13,43.9875,2.43635,43.9064,1.08403,43.974,0.0246492,1.51536,1,13,62.5718,41.0567,11.8249,45.7136,42.7257,0.929969,0.280424,-1,13,51.0378,-9.91889,-38.9468,31.4581,40.19,0.71913,-1.82017,-1,90.8818,88.827,188.527
199864,396825385,-13,45.6002,33.4567,27.2751,14.7,43.1658,0.334286,0.683963,1,13,97.5389,-26.2713,-4.66356,93.8184,26.682,1.97015,-2.96591,-1,13,33.7592,-2.73469,-23.1417,-24.4265,23.3027,-0.915068,-1.68842,-1,-13,59.9757,3.96825,11.9122,58.6466,12.5558,2.24576,1.24923,1,90.2755,86.5309,188.506
199752,133641846,13,103.853,49.2837,41.797,81.299,64.621,1.05264,0.703384,-1,13,61.3016,-8.92538,-60.4096,5.37571,61.0654,0.0879187,-1.71748,-1,-13,34.9008,-12.182,32.3516,4.79857,34.5692,0.138369,1.93093,1,-13,100.259,-20.5226,-3.61118,98.0693,20.8379,2.25315,-2.96741,1,88.9866,84.8716,232.596
198272,345644314,-13,62.2945,-57.4593,-23.9354,-2.4727,62.2453,-0.0397147,-2.74689,1,13,34.0184,31.5285,12.2056,-3.76992,33.8087,-0.111278,0.369361,-1,-13,32.5567,0.368923,32.4422,-2.70088,32.4443,-0.0831506,1.55943,1,13,50.8004,29.119,-12.4725,-39.7139,31.6777,-1.04989,-0.404688,-1,91.7998,62.2983,172.723
198969,797334672,-13,59.5378,-12.3996,46.3357,35.2703,47.9661,0.68136,1.83227,1,13,25.7386,2.1436,-25.4462,3.21905,25.5363,0.125726,-1.48675,-1,-13,17.444,-12.5155,-9.84642,7.11981,15.9245,0.433401,-2.47499,1,13,8.87381,1.76387,-4.97355,7.13343,5.27707,1.10963,-1.22998,-1,72.4506,12.4195,95.8819
200091,1745216870,13,290.646,121.636,24.753,262.806,124.129,1.49485,0.200759,-1,13,66.4581,-52.5929,-39.9198,7.55454,66.0272,0.114167,-2.49233,-1,-13,76.0851,-48.4063,30.9312,49.8902,57.4448,0.785261,2.573,1,-13,56.6243,-12.2534,-15.4847,53.0695,19.7464,1.71472,-2.24022,1,93.6418,82.0796,316.984
200229,37968037,13,239.202,87.2891,-77.9923,-208.604,117.056,-1.3417,-0.729209,-1,13,138.589,-76.2802,42.5147,-107.614,87.3279,-1.03649,2.63313,-1,-13,21.4128,6.02614,-20.4011,-2.445,21.2725,-0.114685,-1.28358,1,-13,14.2636,8.90763,11.1396,-0.0198747,14.2632,-0.00139343,0.896279,1,89.7943,83.6541,258.307
200244,95922345,-13,64.3438,-37.4408,-8.93666,-51.56,38.4926,-1.10229,-2.90729,1,13,33.7274,12.1723,31.3406,2.6698,33.6214,0.0793246,1.20034,-1,-13,53.6604,-2.65392,-23.1164,48.353,23.2682,1.47801,-1.6851,1,13,36.7519,0.971267,16.0887,-33.0289,16.1179,-1.46542,1.5105,-1,88.8107,78.0209,182.857
201196,266438901,13,60.6804,-33.33,-49.2191,-12.194,59.4425,-0.203727,-2.16604,-1,-13,58.2646,41.9725,3.83242,-40.229,42.1471,-0.848824,0.0910553,1,-13,61.088,-8.61577,32.4734,51.0194,33.5969,1.20502,1.83014,1,13,38.3084,27.5835,1.48262,-26.542,27.6233,-0.853422,0.0536985,-1,88.1347,96.2554,214.474
